,Contraste,Correlacao,Variancia Diferenca,Diagnostico,Medidas Correlacao 2
0,24179.672688571518,0.990703301240585,24142.713524501294,0,0.929873495032194
1,22340.44238370408,0.992062023290897,22307.62618344584,0,0.990799859260823
2,12554.373802442195,0.993504184069902,12538.437875002894,0,0.990799859260823
3,14852.387112519895,0.9942546128268532,14835.601030806267,0,0.990799859260823
4,17903.279782259564,0.991413704775495,17879.499611890602,0,0.990799859260823
5,25546.430456418555,0.985741097765065,25508.052527995438,0,0.929873495032194
6,19023.344763342186,0.989290644771024,18999.268580986463,0,0.990799859260823
7,19493.988737197462,0.989928343227222,19469.25768223643,0,0.990799859260823
8,14004.253365167417,0.99451905984427,13987.284611522078,0,0.990799859260823
9,14106.03219485544,0.994213648771386,14088.638127948958,0,0.990799859260823
10,14144.545251323501,0.9952304334644207,14127.530706895965,0,0.990799859260823
11,12650.930035283456,0.9952510066560252,12635.72505268027,0,0.990799859260823
12,14852.773304961165,0.993107815389037,14835.110116903146,0,0.990799859260823
13,14821.217572926878,0.993061317783191,14803.450110807258,0,0.990799859260823
14,17338.10875919448,0.990011282921962,17314.75129121311,0,0.990799859260823
15,14486.700063142522,0.990750575388848,14468.555327824475,0,0.990799859260823
16,8936.048619821238,0.995620730277625,8911.463423926547,0,0.929873495032194
17,9585.556045513991,0.9954790042902378,9559.98475484621,0,0.929873495032194
18,13869.76244949672,0.995152268632456,13854.225592655586,0,0.990799859260823
19,9014.117380165166,0.996898951421867,9002.994009230806,0,0.990799859260823
20,9795.931796150162,0.9964667423601428,9783.879534679389,0,0.929873495032194
21,27131.523745770108,0.987634564117313,27090.04742887713,0,0.929873495032194
22,24543.500596584967,0.9870932726333008,24506.534432193468,0,0.929873495032194
23,14396.102993609382,0.995050567743604,14379.819759017608,0,0.990799859260823
24,19621.638042231465,0.9941910346214592,19595.138838885672,0,0.990799859260823
25,15449.347721805476,0.994569843758118,15432.74707027709,0,0.990799859260823
26,19420.07097889156,0.9934285679144892,19395.78974954737,0,0.990799859260823
27,21104.07643672941,0.9902298567213108,21072.37039208436,0,0.929873495032194
28,13589.71540534955,0.9932324557218672,13573.448936860974,0,0.990799859260823
29,11270.346637309767,0.994687231874182,11257.118567301999,0,0.990799859260823
30,16140.169542137017,0.993667996712417,16119.99195762173,0,0.990799859260823
31,15188.274870818508,0.9941328392112758,15169.506275587437,0,0.990799859260823
32,19966.02377727225,0.993103133811163,19941.879362179217,0,0.990799859260823
33,19627.830081211177,0.992491669942892,19602.32614532068,0,0.990799859260823
34,16370.494950729098,0.9942526902956508,16350.073751082784,0,0.990799859260823
35,16235.009715786111,0.993948809546795,16214.934731217372,0,0.990799859260823
36,14034.726287069521,0.9958670146347692,14016.144586070204,0,0.990799859260823
37,14087.636607191223,0.995794829085984,14068.994437308773,0,0.990799859260823
38,13351.294796470664,0.995741154345717,13338.428115997971,0,0.990799859260823
39,16539.622466728808,0.9932376943403872,16518.7035760667,0,0.990799859260823
40,15299.163199264072,0.993819759644184,15278.863632948467,0,0.990799859260823
41,9260.197768786496,0.9973762983095108,9248.440836247348,0,0.990799859260823
42,8492.773108053298,0.9977666245601422,8482.12445665582,0,0.990799859260823
43,9282.292655930129,0.99632535662229,9270.67679990244,0,0.990799859260823
44,13066.731969222017,0.993429984069356,13050.758939035315,0,0.990799859260823
45,18627.015601924948,0.992702341271224,18605.125995597995,0,0.990799859260823
46,16771.69376189353,0.992228613943826,16750.767917886307,0,0.990799859260823
47,21604.9961292488,0.9880208429867808,21575.500340129634,0,0.990799859260823
48,19947.12606740517,0.9931846414500932,19920.207637099084,0,0.990799859260823
49,19593.400104592358,0.993153684039792,19567.356682085832,0,0.990799859260823
50,21158.605592416945,0.9911508202690408,21129.489150522884,0,0.990799859260823
51,22225.150571809463,0.9912018795095092,22194.436525193385,0,0.990799859260823
52,17765.292137714958,0.993639986835212,17741.393626116165,0,0.990799859260823
53,12865.127712466752,0.995257198974245,12848.034999406473,0,0.990799859260823
54,13577.38420584008,0.9948271512058908,13559.341356976587,0,0.990799859260823
55,21340.08028324191,0.993262847956882,21310.28005055144,0,0.990799859260823
56,21669.589877940736,0.991152353638316,21638.579622737318,0,0.990799859260823
57,20657.905930216122,0.99348801174624,20630.446749841423,0,0.990799859260823
58,20732.84462181856,0.9930614785830508,20704.585295175613,0,0.990799859260823
59,21101.480353232106,0.991979464644586,21071.89404165326,0,0.990799859260823
60,21600.178162082084,0.989988902768402,21568.793668018378,0,0.990799859260823
61,16462.250713757832,0.993764921023548,16441.75507712019,0,0.990799859260823
62,19881.408926293534,0.991413968108412,19854.999133241567,0,0.990799859260823
63,19654.444474827844,0.990203083839194,19627.00750835917,0,0.990799859260823
64,20422.26781868269,0.9908343120027728,20394.704585579468,0,0.990799859260823
65,16268.037327575368,0.992152299457179,16247.445362106955,0,0.990799859260823
66,11502.379987466653,0.995323096755037,11488.207532298462,0,0.990799859260823
67,12456.290911193513,0.995390557372119,12441.288962977776,0,0.990799859260823
68,16007.012490228357,0.992498677807927,15987.968665152026,0,0.990799859260823
69,14615.343509386048,0.993143018304821,14598.046466148422,0,0.990799859260823
70,13799.714443033039,0.993031157865308,13782.187324511555,0,0.990799859260823
71,21409.845384847395,0.9915327182421908,21380.0528717874,0,0.929873495032194
72,17808.437900027096,0.992823051441052,17785.20642033385,0,0.990799859260823
73,19110.549002532567,0.990454134211128,19084.922808293868,0,0.990799859260823
74,17257.831340661312,0.992577899581688,17235.818119304215,0,0.990799859260823
75,21018.944448196282,0.9928508281715792,20991.88145701164,0,0.990799859260823
76,10819.262912338709,0.993357094528217,10804.289226335464,0,0.990799859260823
77,16359.269844178702,0.9893961405481893,16337.687507812549,0,0.990799859260823
78,18117.935529297338,0.9914963284235252,18092.524169335404,0,0.990799859260823
79,23992.087864774512,0.9838466232700648,23954.159126840364,0,0.929873495032194
80,23857.969643033164,0.9833995075102429,23820.06174034313,0,0.929873495032194
81,20171.73276675913,0.991768458656955,20143.785579842526,0,0.929873495032194
82,4299.319101585083,0.997232762388242,4280.12229389086,0,0.929873495032194
83,6689.6473820251795,0.99617753743674,6667.804001412522,0,0.929873495032194
84,18271.114296958287,0.992275398794289,18244.844089060804,0,0.929873495032194
85,17543.219350109062,0.9921425447285552,17518.373878874176,0,0.990799859260823
86,11638.39508814849,0.9947160234375608,11623.30560929853,0,0.990799859260823
87,11179.128320911686,0.995053124157146,11164.33519260181,0,0.990799859260823
88,15864.05866472829,0.994580684662838,15842.030550384625,0,0.990799859260823
89,16482.901054253485,0.9936523828927428,16463.27275277863,0,0.990799859260823
90,17860.93771660887,0.992367478109039,17838.129009824603,0,0.990799859260823
91,22541.107300983153,0.990970653529044,22511.001897057955,0,0.990799859260823
92,24230.987608745185,0.991876376470716,24196.999913088846,0,0.990799859260823
93,16248.310901026896,0.991813365950068,16227.910688696009,0,0.990799859260823
94,14628.720468495292,0.9928307621121428,14610.836614820193,0,0.990799859260823
95,15357.939207253017,0.992893883534632,15338.530070220186,0,0.990799859260823
96,18075.39695017665,0.991661848500354,18052.011468863126,0,0.990799859260823
97,13653.482568389174,0.9938081335713248,13636.871775209895,0,0.990799859260823
98,10782.717592385205,0.996122153970668,10769.688364670652,0,0.990799859260823
99,19570.94362235031,0.993602958220768,19545.406356591124,0,0.990799859260823
100,20700.691809449425,0.9923934184321808,20672.976257697308,0,0.990799859260823
101,15038.643947467826,0.9901046455638348,15016.918057818291,0,0.990799859260823
102,16109.198684188324,0.987920942891754,16082.628890913204,0,0.929873495032194
103,21898.345727696807,0.991072153310636,21864.765179852395,0,0.990799859260823
104,10705.797380991966,0.995725847833145,10685.812830671759,0,0.990799859260823
105,13891.919960862586,0.994351129994721,13874.717547507595,0,0.990799859260823
106,5640.554247591528,0.9967165729691312,5618.499613015887,0,0.929873495032194
107,14615.359528074907,0.990732406491593,14583.556690567395,0,0.929873495032194
108,12714.004405936643,0.994976433498191,12696.004855524634,0,0.990799859260823
109,13728.278193221264,0.993478610383448,13708.323949386255,0,0.929873495032194
110,12401.523453829417,0.993295685051779,12384.011338967148,0,0.990799859260823
111,11430.091704694842,0.996363736245702,11416.523226521796,0,0.990799859260823
112,14053.656369767748,0.995219058650624,14035.740242797228,0,0.990799859260823
113,15838.74890691674,0.99002159017614,15810.578461441946,0,0.929873495032194
114,11800.415377207732,0.994321900239414,11785.339435490958,0,0.990799859260823
115,10594.7880857879,0.9960624981713372,10580.193113145491,0,0.990799859260823
116,12613.549195253865,0.994150879031679,12595.964997429164,0,0.990799859260823
117,17148.650573006835,0.993516778470109,17122.438797793082,0,0.990799859260823
118,16483.225608779903,0.992946353321943,16457.45818059511,0,0.929873495032194
119,10399.094444733528,0.9966449787086078,10384.924980761889,0,0.929873495032194
120,8879.555948196667,0.9968580734574172,8866.506849868858,0,0.990799859260823
121,12416.281367485271,0.996351747972756,12398.10608145757,0,0.929873495032194
122,14231.509398726968,0.994804495225202,14213.046685164087,0,0.990799859260823
123,17325.680958238598,0.99362720632961,17300.897660364506,0,0.990799859260823
124,11192.886965701202,0.995090598451863,11178.390885741856,0,0.990799859260823
125,9439.630214138464,0.995206229608182,9427.821509902584,0,0.990799859260823
126,15204.400474683098,0.989083732026287,15180.375872218823,0,0.929873495032194
127,10857.679511460006,0.99524378525683,10844.422843226896,0,0.929873495032194
128,9895.0909700112,0.9960985875430648,9884.135722451412,0,0.990799859260823
